year,theme,theme_name,citations,title,authors,venue,doi,url
2024,B,Wave measurement methodology,4,Real-time phase-resolved ocean wave prediction in directional wave fields: Second-order Lagrangian wave models,"Kim, Ducrozet",Ocean Engineering,10.1016/j.oceaneng.2024.119316,https://doi.org/10.1016/j.oceaneng.2024.119316
2024,B,Wave measurement methodology,4,Efficient estimation of directional wave buoy spectra using a reformulated Maximum Shannon Entropy Method: Analysis and comparisons for coastal wave datasets,Christie,Applied Ocean Research,10.1016/j.apor.2023.103830,https://doi.org/10.1016/j.apor.2023.103830
2024,D,"Drift, transport & trajectory",3,Fusion of Lagrangian drifter data and numerical model outputs for improved assessment of turbulent dispersion,"Bertin, Sentchev, Alekseenko",Ocean Science,10.5194/os-20-965-2024,https://doi.org/10.5194/os-20-965-2024
2024,B,Wave measurement methodology,3,Research on hydrodynamic performance of a two-buoy wave energy converter with built-in tanks,"He, Gao",Ocean Engineering,10.1016/j.oceaneng.2024.117250,https://doi.org/10.1016/j.oceaneng.2024.117250
2024,B,Wave measurement methodology,3,Exploiting Axisymmetry to Optimize CFD Simulations—Heave Motion and Wave Radiation of a Spherical Buoy,"Davidson, Nava, Andersen, Kramer",Symmetry,10.3390/sym16091252,https://doi.org/10.3390/sym16091252
2024,C,Field campaigns & observations,3,Drifter Deployment Strategies to Determine Lagrangian Surface Convergence in Submesoscale Flows,"Aravind, Huntley, Kirwan, Allshouse",Journal of Atmospheric and Oceanic Technology,10.1175/jtech-d-22-0129.1,https://doi.org/10.1175/jtech-d-22-0129.1
2024,B,Wave measurement methodology,3,An Integrated Framework for Real-Time Sea-State Estimation of Stationary Marine Units Using Wave Buoy Analogy,"Majidiyan, Enshaei, Howe, Wang",Journal of Marine Science and Engineering,10.3390/jmse12122312,https://doi.org/10.3390/jmse12122312
2024,A,Platform & sensor hardware,2,Performance Characteristics of Newly Developed Real-Time Wave Measurement Buoy Using the Variometric Approach,"Xue, Guo, Jiang, Wang, Guo, Li",Journal of Marine Science and Engineering,10.3390/jmse12112032,https://doi.org/10.3390/jmse12112032
2024,B,Wave measurement methodology,2,Research on hydrodynamic characteristics of compartmented buoy wave energy converter,"Yu, Gao, Shi, Zhang",Ocean Engineering,10.1016/j.oceaneng.2024.119195,https://doi.org/10.1016/j.oceaneng.2024.119195
2024,A,Platform & sensor hardware,2,An Economical Open‐Source Lagrangian Drifter Design to Measure Deep Currents in Lakes,"McCaffrey, Koeberle",Water Resources Research,10.1029/2024wr037429,https://doi.org/10.1029/2024wr037429
2024,D,"Drift, transport & trajectory",2,Detecting the role of Stokes drift under typhoon condition by a fully coupled wave-current model,"Yu, Deng, Zhang, Hamdi Ali",Frontiers in Marine Science,10.3389/fmars.2024.1364960,https://doi.org/10.3389/fmars.2024.1364960
2024,D,"Drift, transport & trajectory",0,Development of a GPS-GPRS tracked surface drifter for monitoring of surface currents in tidally dominated estuaries,"Jaini, Kochuparampil, Roshin",Disaster Advances,10.25303/181da038045,https://doi.org/10.25303/181da038045
2024,B,Wave measurement methodology,0,Exploring representative samples for modeling of wave buoy motion behavior,"Deng, Zhu, Li, Liu",Ocean Engineering,10.1016/j.oceaneng.2024.117259,https://doi.org/10.1016/j.oceaneng.2024.117259
2023,B,Wave measurement methodology,41,Wave spectrum estimation conditioned on machine learning-based output using the wave buoy analogy,"Nielsen, Mittendorf, Shao, Storhaug",Marine Structures,10.1016/j.marstruc.2023.103470,https://doi.org/10.1016/j.marstruc.2023.103470
2023,B,Wave measurement methodology,24,Energy capture optimization of heave oscillating buoy wave energy converter based on model predictive control,"Liang, Qiao, Wang, Zhi, Yan, Ning et al.",Ocean Engineering,10.1016/j.oceaneng.2022.113402,https://doi.org/10.1016/j.oceaneng.2022.113402
2023,B,Wave measurement methodology,18,Hydrodynamic response of buoy form spar with heave plate near the free surface validated with experiments,"Hegde, Nallayarasu",Ocean Engineering,10.1016/j.oceaneng.2022.113580,https://doi.org/10.1016/j.oceaneng.2022.113580
2023,E,Validation & intercomparison,17,Ensemble-based data assimilation of significant wave height from Sofar Spotters and satellite altimeters with a global operational wave model,"Houghton, Penny, Hegermiller, Cesaretti, Teicheira, Smit",Ocean Modelling,10.1016/j.ocemod.2023.102200,https://doi.org/10.1016/j.ocemod.2023.102200
2023,A,Platform & sensor hardware,14,An affordable and customizable wave buoy for the study of wave-ice interactions: design concept and results from field deployments,"Kodaira, Katsuno, Nose, Itoh, Rabault, Hoppmann et al.",Coastal Engineering Journal,10.1080/21664250.2023.2249243,https://doi.org/10.1080/21664250.2023.2249243
2023,E,Validation & intercomparison,13,Numerical simulation on the energy capture spectrum of heaving buoy wave energy converter,"Han, Cao, Shi",Ocean Engineering,10.1016/j.oceaneng.2023.114475,https://doi.org/10.1016/j.oceaneng.2023.114475
2023,A,Platform & sensor hardware,13,The wavedrifter: a low-cost IMU-based Lagrangian drifter to observe steepening and overturning of surface gravity waves and the transition to turbulence,"Feddersen, Amador, Pick, Vizuet, Quinn, Wolfinger et al.",Coastal Engineering Journal,10.1080/21664250.2023.2238949,https://doi.org/10.1080/21664250.2023.2238949
2023,E,Validation & intercomparison,13,Characterizing Coastal Wind Speed and Significant Wave Height Using Satellite Altimetry and Buoy Data,"Mitsopoulos, Peña",Remote Sensing,10.3390/rs15040987,https://doi.org/10.3390/rs15040987
2023,B,Wave measurement methodology,12,Experimental investigation on the wave-oscillating buoy interaction and wave run-up on the buoy,"Yu, Li, Shi, Zhang, Chen",Ocean Engineering,10.1016/j.oceaneng.2023.113631,https://doi.org/10.1016/j.oceaneng.2023.113631
2023,C,Field campaigns & observations,9,A comparison of an operational wave–ice model product and drifting wave buoy observation in the central Arctic Ocean: investigating the effect of sea-ice forcing in thin ice cover,"Nose, Rabault, Waseda, Kodaira, Fujiwara, Katsuno et al.",Polar Research,10.33265/polar.v42.8874,https://doi.org/10.33265/polar.v42.8874
2023,B,Wave measurement methodology,9,"Oceanographic wave buoy motion as a 3D-vector field: Spectra, linear components and bound harmonics","Ding, Taylor, Zhao, Dory, Hlophe, Draper",Applied Ocean Research,10.1016/j.apor.2023.103777,https://doi.org/10.1016/j.apor.2023.103777
2023,B,Wave measurement methodology,8,Adaptive Delay-Free Filtering Based on IMU for Improving Ship Heave Measurement,"Lu, Zhang, Wang",Sensors,10.3390/s23249791,https://doi.org/10.3390/s23249791
2023,A,Platform & sensor hardware,7,A Multi-Scale Anti-Multipath Algorithm for GNSS-RTK Monitoring Application,"Wang, Wang, Sun",Sensors,10.3390/s23208396,https://doi.org/10.3390/s23208396
2023,B,Wave measurement methodology,6,A controllable-valve buoy for high-efficiency wave energy conversion under a wide range of wave conditions,"Zhang, Wu, Zhang, Cui",Ocean Engineering,10.1016/j.oceaneng.2023.114468,https://doi.org/10.1016/j.oceaneng.2023.114468
2023,B,Wave measurement methodology,6,Evaluation of a GNSS for wave measurement and directional wave spectrum analysis,"Gu, Zhu, Shan, Zang, Qian, Lin",Ocean Engineering,10.1016/j.oceaneng.2023.113683,https://doi.org/10.1016/j.oceaneng.2023.113683
2023,B,Wave measurement methodology,6,Wave Buoy Measurements at Short Fetches in the Black Sea Nearshore: Mixed Sea and Energy Fluxes,"Rybalko, Myslenkov, Badulin",Water,10.3390/w15101834,https://doi.org/10.3390/w15101834
2023,D,"Drift, transport & trajectory",5,Drifter observations of surface currents in the Cyprus Gyre,"Poulain, Menna, Mauri, Pirro, Hayes, Gildor",Frontiers in Marine Science,10.3389/fmars.2023.1266040,https://doi.org/10.3389/fmars.2023.1266040
2023,B,Wave measurement methodology,5,Use of drifting buoys for wave observation: Effect of current on wave data,Hisaki,Deep Sea Research Part I: Oceanographic Research Papers,10.1016/j.dsr.2023.103986,https://doi.org/10.1016/j.dsr.2023.103986
2023,A,Platform & sensor hardware,4,Development of a GNSS/INS buoy array in preparation for SWOT validation in Bass Strait,"Zhou, Watson, Beardsley, Legresy, King",Frontiers in Marine Science,10.3389/fmars.2022.1093391,https://doi.org/10.3389/fmars.2022.1093391
2023,B,Wave measurement methodology,3,An arbitrary Lagrangian–Eulerian method for analyzing finite-amplitude viscous acoustic waves radiated from vibrational solid boundaries: An implicit method,"Li, Qu, Xie, Meng",Wave Motion,10.1016/j.wavemoti.2023.103183,https://doi.org/10.1016/j.wavemoti.2023.103183
2023,D,"Drift, transport & trajectory",2,Using a drifting GPS-Argos satellite buoy as a method for detecting acoustic-tagged fish offshore in an ancient lake,"Yoshida, Mabuchi",Animal Biotelemetry,10.1186/s40317-023-00341-2,https://doi.org/10.1186/s40317-023-00341-2
2023,B,Wave measurement methodology,2,What a Wave Buoy Actually Measures in 3D: Analysis of a Mild Sea State,"Ding, Taylor, Zhao, Dory",Journal of Offshore Mechanics and Arctic Engineering,10.1115/1.4064110,https://doi.org/10.1115/1.4064110
2023,D,"Drift, transport & trajectory",2,The Effects of Wave-Induced Stokes Drift and Mixing Induced by Nonbreaking Surface Waves on the Ocean in a Climate System Ocean Model,"Fan, Jin, Guo, Li, Zhou",Journal of Marine Science and Engineering,10.3390/jmse11101868,https://doi.org/10.3390/jmse11101868
2022,A,Platform & sensor hardware,30,"Part. A: A review of the real-time sea-state estimation, using wave buoy analogy","Majidian, Wang, Enshaei",Ocean Engineering,10.1016/j.oceaneng.2022.111684,https://doi.org/10.1016/j.oceaneng.2022.111684
2022,B,Wave measurement methodology,27,"Part. B: A review of the real-time sea-state estimation, using wave buoy analogy; a decuple benchmark and future outlook","Majidian, Wang, Enshaei",Ocean Engineering,10.1016/j.oceaneng.2022.111020,https://doi.org/10.1016/j.oceaneng.2022.111020
2022,A,Platform & sensor hardware,24,Operational Assimilation of Spectral Wave Data From the Sofar Spotter Network,"Houghton, Hegermiller, Teicheira, Smit",Geophysical Research Letters,10.1029/2022gl098973,https://doi.org/10.1029/2022gl098973
2022,B,Wave measurement methodology,20,Experimental and numerical investigation on an optimization method of heaving buoy wave energy converter arrays based on a given target wave spectrum,"Gong, Shi, Han, Cao",Ocean Engineering,10.1016/j.oceaneng.2022.111766,https://doi.org/10.1016/j.oceaneng.2022.111766
2022,G,Air-sea interaction & remote sensing,17,Wind speed and direction estimation from wave spectra using deep learning,Jiang,Atmospheric Measurement Techniques,10.5194/amt-15-1-2022,https://doi.org/10.5194/amt-15-1-2022
2022,A,Platform & sensor hardware,14,Investigation of heave damping characteristics of buoy form spar with heave plate near the free surface using CFD validated by experiments,"Hegde, Nallayarasu",Ships and Offshore Structures,10.1080/17445302.2022.2133882,https://doi.org/10.1080/17445302.2022.2133882
2022,E,Validation & intercomparison,13,"Quantifying errors in wind and wave measurements from a compact, low-cost wave buoy","Beckman, Long",Frontiers in Marine Science,10.3389/fmars.2022.966855,https://doi.org/10.3389/fmars.2022.966855
2022,B,Wave measurement methodology,13,Probability distribution of wind speed and wave height in Nowshahr Port using the data acquired from wave scan buoy,"Dehghan, Sadrinasab, Chegini",Ocean Engineering,10.1016/j.oceaneng.2022.111234,https://doi.org/10.1016/j.oceaneng.2022.111234
2022,E,Validation & intercomparison,13,An experimental assessment of the effect of current on wave buoy measurements,"Draycott, Pillai, Gabl, Stansby, Davey",Coastal Engineering,10.1016/j.coastaleng.2022.104114,https://doi.org/10.1016/j.coastaleng.2022.104114
2022,B,Wave measurement methodology,11,Ocean Surface Wind Estimation From Waves Based on Small GPS Buoy Observations in a Bay and the Open Ocean,"Shimura, Mori, Baba, Miyashita",Journal of Geophysical Research: Oceans,10.1029/2022jc018786,https://doi.org/10.1029/2022jc018786
2022,A,Platform & sensor hardware,9,Retrieving Wave Parameters From GNSS Buoy Measurements Using the PPP Mode,"Zhu, Yang, Xu, Yang, Zhou",IEEE Geoscience and Remote Sensing Letters,10.1109/lgrs.2020.3041846,https://doi.org/10.1109/lgrs.2020.3041846
2022,A,Platform & sensor hardware,9,Free-Decay Heave Motion of a Spherical Buoy,"Colling, Jafari Kang, Dehdashti, Husain, Masoud, Parker",Fluids,10.3390/fluids7060188,https://doi.org/10.3390/fluids7060188
2022,B,Wave measurement methodology,9,Application of Arbitrary Lagrangian–Eulerian strips with fully nonlinear wave kinematics for force estimation,"Pákozdi, Kamath, Wang, Bihs",Marine Structures,10.1016/j.marstruc.2022.103190,https://doi.org/10.1016/j.marstruc.2022.103190
2022,A,Platform & sensor hardware,8,A Drifter-Based Self-Powered Piezoelectric Sensor for Ocean Wave Measurements,"Kargar, Hao",Sensors,10.3390/s22135050,https://doi.org/10.3390/s22135050
2022,D,"Drift, transport & trajectory",8,SailBuoy Ocean Currents: Low-Cost Upper-Layer Ocean Current Measurements,"Wullenweber, Hole, Ghaffari, Graves, Tholo, Camus",Sensors,10.3390/s22155553,https://doi.org/10.3390/s22155553
2022,B,Wave measurement methodology,5,A new method to determine directional spectrum of sea waves and its application to wave buoys,"Gryazin, Gleb",Journal of Ocean Engineering and Marine Energy,10.1007/s40722-022-00228-z,https://doi.org/10.1007/s40722-022-00228-z
2022,D,"Drift, transport & trajectory",3,A Study on the Prediction of the Surface Drifter Trajectories in the Korean Strait,"Ha, Yoon, Kim",Journal of Korean Society of Coastal and Ocean Engineers,10.9765/kscoe.2022.34.1.11,https://doi.org/10.9765/kscoe.2022.34.1.11
2022,B,Wave measurement methodology,3,Dispersal of a small wave-protected river plume from drifter observations,"Lemos, Gama, Bernardes, Silva, Siegle",Regional Studies in Marine Science,10.1016/j.rsma.2022.102513,https://doi.org/10.1016/j.rsma.2022.102513
2022,D,"Drift, transport & trajectory",1,Eulerian Description of Wave-Induced Stokes Drift Effect on Tracer Transport,"Yan, Zou, You",Journal of Marine Science and Engineering,10.3390/jmse10020253,https://doi.org/10.3390/jmse10020253
2022,B,Wave measurement methodology,0,Fully Coupled Wave-to-Electricity Model for a Backward Bent Duct Buoy Oscillating Water Column Wave Energy Converter,"Guo, Zhang, Chen",SSRN Electronic Journal,10.2139/ssrn.4159366,https://doi.org/10.2139/ssrn.4159366
2022,A,Platform & sensor hardware,0,Wave Parameter Estimation using a Small Buoy with Multi-IMU Sensors,"UETANI, SUZUKI, IKEDA",The Proceedings of JSME annual Conference on Robotics and Mechatronics (Robomec),10.1299/jsmermd.2022.2a1-b03,https://doi.org/10.1299/jsmermd.2022.2a1-b03
2022,A,Platform & sensor hardware,0,DEVELOPMENT OF SMALL BUOY WITH MULTI-IMU SENSORS FOR ESTIMATION OF OCEAN WAVE CONDITIONS,"UETANI, SUZUKI, IKEDA","Journal of Japan Society of Civil Engineers, Ser. B2 (Coastal Engineering)",10.2208/kaigan.78.2_i_121,https://doi.org/10.2208/kaigan.78.2_i_121
2022,D,"Drift, transport & trajectory",0,A Mass Conservative Eulerian-Lagrangian Runge-Kutta Discontinuous Galerkin Method for Wave Equations with Large Time Stepping,"Hong, Qiu",SSRN Electronic Journal,10.2139/ssrn.4186780,https://doi.org/10.2139/ssrn.4186780
2022,B,Wave measurement methodology,0,REAL TIME WAVE PARAMETERS MONITORING USING A FIXED COASTAL BUOY,"National Research and Development Institute for Marine Geology and Geoecology-GeoEcoMar - Energy Doctoral School, Polytechnic University, Radulescu, Panaitescu, Constanta Maritime University, Panaitescu, Constanta Maritime University et al.",International Journal of Modern Manufacturing Technologies,10.54684/ijmmt.2022.14.3.227,https://doi.org/10.54684/ijmmt.2022.14.3.227
